Corpus ID,S2 ID,name,fields_of_study,topics,refID,refNames
206457697,9995284ad9a4bd138c853b4f18c9183d7b6fdb58,Multilayer associative neural networks (MANN's): storage capacity versus perfect recall,"['Computer Science', 'Medicine']","['Artificial neural network', 'Maxima and minima', 'Hybrid neural network', 'Neural Network Simulation', 'Bidirectional associative memory', 'Ephrin Type-B Receptor 1, human', 'Content-addressable memory', 'Mathematical optimization', 'Basis (linear algebra)', 'Input/output', 'Scott continuity', 'Algorithm', 'Biological Neural Networks', 'Teuvo Kohonen', 'Hadamard transform', 'Mathematics', 'Neural Tube Defects', 'SyNAPSE', 'anatomical layer', 'Synapse']",5ef19c35f196f0fb344d76bf1a054c866d658906 #;# acc0c0d0d2bffbe03a960e69de5dd229bbbb2cd4 #;# 63f5a3a89a94fd1c672317f816cc49bdbdb0697d #;# f4a40820811a681a91baa4284f38985bea8e6e3f #;# d5db1cc4a5ea1fcf017ceac7f07496292f37a9a2 #;# 62fe57e40232add7ede5a683b31e643fc0712c9f #;# 9007e561b1478468e9ed7dc2d2ebd4b581734889 #;# cccc0a4817fd5f6d8758c66b4065a23897d49f1d #;# ce8ea838392475df77db85a74cf48d206373fec8 #;# af5e5a61e4036a319f2e95336b2e3e9bd4cb510f,"A BAM with increased information storage capacity #;# Adaptive bidirectional associative memories. #;# 30 years of adaptive neural networks: perceptron, Madaline, and backpropagation #;# Two coding strategies for bidirectional associative memory #;# The capacity of the Hopfield associative memory #;# Bidirectional associative memories #;# Object recognition using a neural network and invariant Zernike features #;# Principles of neurodynamics #;# Adaptive pattern recognition and neural networks #;# Stability and adaptation in artificial neural systems."
59902963,af486696d670e74619492383b9f4a568ebdfe60a,Back propagation parameter analysis on multiprocessors,['Computer Science'],['Propagation constant'],,
43172085,3dfa79dc440795e3db64929793a9bb6e528bb722,Dynamic page based crossover in linear genetic programming,"['Computer Science', 'Medicine']","['Linear genetic programming', 'Paging', 'Generalization (Psychology)', 'Page (document)']",21a364eb39c87b23a227194a12ec21117d5dfba6 #;# 4b4279db68b16e20fbc56f9d41980a950191d30a #;# 3882ae9862af78b90f9fbf4c8902994d83666328 #;# 242f22f634c2196fdecb21142d38609a027b70fa #;# d8551142aa097ee3ab3f66024499fa63338f5d0f #;# e5325749a0b0ac49e7bcd38944a5479660e74a6c #;# fe0b0c6b68cff903e534747713af475f63261ba4 #;# 46bed4c578e96e05fa3e5704620c4ffa0746d78f #;# 8e89d8a88c2c0e4552291a3452dd7f3afdd8be65 #;# 9eaa52457a4ff10d28784a0e10d6b3bc85b6caf9 #;# 735c3967ae5f329c1e20b7a404df91605aa62824 #;# fbf52982887433d1801aec4bb49148340f1e52e6 #;# 505c58c2c100e7512b7f7d906a9d4af72f6e8415,A Representation for the Adaptive Generation of Simple Sequential Programs #;# Adaptation in natural and artificial systems #;# Size Fair and Homologous Tree Crossovers for Tree Genetic Programming #;# Register Based Genetic Programming on FPGA Computing Platforms #;# Advances in genetic programming: volume 2 #;# Page-based linear genetic programming #;# Advances in Genetic Programming #;# A Learning Machine: Part I #;# Evolutionary program induction of binary machine code and its applications #;# Evolving computer programs without subtree crossover #;# The engineer in the garden : genes and genetics : from the idea of heredity to the creation of life #;# Toward simulated evolution of machine-language iteration #;# Genetic programming - on the programming of computers by means of natural selection
Corpus ID,S2 ID,name,fields_of_study,topics,refID,refNames
33013038,27287b8d864993b459d3c0dabc41d9a449173aca,"Comments on ""Optimal training of thresholded linear correlation classifiers"" [with reply]","['Computer Science', 'Medicine']","['Neocognitron', 'Algorithm', 'Set theory', 'Rejection sampling', 'Deny (action)']",05cc07bccdb46a00ab116e9b9e002d289576ac43 #;# bc0ae0f9eb7aab5916b8f321e6df49e1ec216659 #;# 33c3e56439b11e2d77d99da667ae86afbf6e1ec3 #;# 2545669b5cb5b70773924410ae0d6d3d49c03994 #;# 2ea3ebebfa4493713dbaaf681488b30e641fc1c2,A Note on a Closed-Form Training Algorithm for the Neocognitron #;# Neural network model for selective attention in visual pattern recognition and associative recall. #;# Neocognitron: A hierarchical neural network capable of visual pattern recognition #;# Optimal training of thresholded linear correlation classifiers #;# Handwritten alphanumeric character recognition by the neocognitron
44186558,46a4af371d9b91aa0dec4982e459b07d82e27ada,Multiobjective Reliability Redundancy Allocation Problem With Interval Type-2 Fuzzy Uncertainty,"['Mathematics', 'Computer Science']","['Evolutionary algorithm', 'Genetic algorithm', 'Viz: The Computer Game', 'Fuzzy number', 'Optimization problem', 'Computation', 'Mathematical optimization', 'Sorting', 'Numerical method', 'Multi-objective optimization', 'Numerical integration', 'Fuzzy set']",2721bdd5441f181834ac3bd2d53df9a5483082a6 #;# faa9e1fd52f583db0f54025f244f9f4707070b46 #;# f354c72aaeb80782a4e41e2d13abca47ca7d444b #;# 96e005842d134218d5f64515caa8eebe49c7931b #;# 7325e7fb8c808f4c4dd9841632ba5f031d696387 #;# 6bc9468a482781da694c0f56851c0e694d074b8b #;# 40c54becfa41f3efb4e82166d4979f7f9e2a6602 #;# a175319a18eada042aedff51bf39ea186254f3af #;# 74eb722e70f3a8d805b738e3d115b86a4f93299d #;# d7c19e3a066d23920a6d136a1012ac4ed1ee650f #;# c377cda65e1074b25b8c1ab5feb6a01fc55d4ac3 #;# 1dc14c4c2d261422c1ac1804ebd75ffdf3960412 #;# 2ba885c017a86d7993370d623c6498d263a8db4d #;# 0f9007f7c1b93ef93f67a2311867dc9f415be250 #;# 549b88c8bf00b4d32f9d9ca17fb58a1cd199972e #;# 35e36a8cca9f6f7f9b52d22729a1f0cd04e7df2a #;# 528824649d56442c68e82876f9d75f649e9e3488 #;# c0233bafb4e8178c77831838d81ec756cb4323da #;# b8ee6b68520ae0291075cb1408046a7dff9dd9ad #;# 8bb203821e1cdecc568ae66e0c3dc560938aa18c #;# 7505424014060f9f6525d0121259b103b952eaf3 #;# 7ef50bc62345704996c358df6baa27fff0b6a8c7 #;# de0ffc3164c5b3fceabf06c1f45642a017032860 #;# e2461950c59cda565852c47743073f6fe2b4ff46 #;# 4a0bf2134021652f9643b94082375e458cc4bbfa #;# a200d1ca361ee898623aac92d90c5f7abd2d59a4 #;# 3de7b64ce8018029e4109f3a8c31a7be417662d3 #;# 4e461fc597f3da29f7add35e209c872c4f7710e7 #;# a044ee58e237dd6e05145561846adf7ac7c252f5 #;# 8e0c60a4af688ce0eae4fac2d9e9b017a29cb69e #;# 044767c3d64cb67bd20f09adfb628c2fe48a3477 #;# 0f7480e9b5462c049dd19150646146dbbc7ed4a2 #;# ebeb01840a1f9b9c6e7fc8552459e504cc74d858 #;# 70a2164000003200f2dba869fb41a0b4878aea49 #;# 14c20dd855b81938e380ef0fa577c4e6257fd4b2 #;# e8f4c7477e95001efa4df08839495b0a4fc2b814 #;# 6eddc19efa13f7e70301908d98e85a19d6f32a02 #;# f47e8a545aa8955b163a6c185abff94dd0cf97f3 #;# bb90ed6c630447948ed1666b913e2a063c7ef8bb #;# 19f49baa93d1ef5853ccc155fa3d62969959dcf2 #;# b123a1e1386f48d6793c6ae538501a5274ad3a2d #;# 808d7bd50e1230ce692178f3111c1aa0097a86b1 #;# 813ed6ac1743490623ed46094ad8c301c2ad666a #;# 863120bffd6ade1db059bc9931358a3ead75146d #;# 066edfb8f762112b8bd816b87e7994d1da0a8b6f #;# 8926dbec761d6e5b723cda6ebde1189f8b5ee4c6 #;# 151c095ef38271be82746b01ccb5dbecf4dd97a6 #;# 140dbbad94c87b1ea3bf64b3ff17e99b9c0de745 #;# 91d971966f21bb16cc3a1d30dae7851461d3efe1 #;# c308c549b6177847aa577ca26b9c510446190b20 #;# 1d88ba0572b9cecf848d8268d096d9a8bdd78ac9 #;# a7ab49f61708d1a9fe54a1250098152db18174e8 #;# e1397835a5dea541b9c3a7870aa8c9c0ef1bba44 #;# 21ae9749ade99b6923a31cd7565b05cc8b0cf833 #;# 913b00110c3385fec439b53bd0f01885f5554fb6 #;# e465746eeaa63833ed0bc07803c2757f18b1317a #;# 45448495b8df7d61c6ce791ab944445034b33d55 #;# 8b103da693ee6e359c2bd51aeb6adcd602ac56f9 #;# f7fa9cb2a3db34603eae2f9e9d0dc7b22fee261e #;# 92432c0b3f335b4ad4489eec6c4a750c2402eef2 #;# 70c6c3afd564b707ec3d5d0f70875b803b953197 #;# 61a5103d153bab12f9cc91faa05224eeecf4bcdd #;# c70114ef62c419571eb9d22098cad9a8d8ad9912 #;# a014f801f7082b3abf6aba7d932f909372780805 #;# 9a6b2e9f5675222a0918c478d78e461c17a19705 #;# f9455653f2f01c76747f9238e3959e3d8db9e890 #;# 421989dc5df758b42e13ad71893c9c5fd445f74b #;# 33ac0fb48f125d550d22643522fcbf75abbf9629 #;# 3a219d3a8290e20168df4321595069d60b85dce1 #;# fc09acf13170776f840959265d4979f1a100cc85 #;# 1ea03a4158001057b47edf162775d354e09f1b9f #;# 74208a2d2c85a319134ad7410cccd397c22efa5f #;# d648f1f96b94fceb61caef3228a3d4f485a5df94 #;# ac1111c5425eb1dd4db60beea161ca9ac5c713b4 #;# c946760088af7c684dadbcfd168ed500849915f0 #;# 71be3990e7301a9cd3f12c96959e0e5997e24c0f #;# bd0890c78d544182e6d45df3fbfef722d79f1973 #;# 6071c342b1dbe07f0a6ba83628797e89117e679f #;# b2734a5eb9a92500b5e520c4599456d452704559 #;# 3c263bab8ba96892b7a114e6320b0a2b590fcc9e,"System optimization with component reliability estimation uncertainty: a multi-criteria approach #;# Multi-objective Optimization using Evolutionary Algorithms #;# Searching for knee regions of the Pareto front using mobile reference points #;# Modified AHP for Gene Selection and Cancer Classification Using Type-2 Fuzzy Logic #;# Fuzzy multi-objective mathematical programming on reliability optimization model #;# Efficiently Solving the Redundancy Allocation Problem Using Tabu Search #;# Fuzzy system reliability analysis by interval of confidence #;# A Lyapunov stable type-2 fuzzy wavelet network controller design for a bilateral teleoperation system #;# Determining Component Reliability and Redundancy for Optimum System Reliability #;# The applications of computational intelligence in system reliability optimization #;# A heuristic for solving the redundancy allocation problem for multi-state series-parallel systems #;# An interval type-2 fuzzy model of computing with words #;# Intuitionistic fuzzy optimization technique for solving multi-objective reliability optimization problems in interval environment #;# An exact algorithm for the reliability redundancy allocation problem #;# On clarifying some definitions and notations used for type-2 fuzzy sets as well as some recommended changes #;# A hybrid learning method composed by the orthogonal least-squares and the back-propagation learning algorithms for interval A2-C1 type-1 non-singleton type-2 TSK fuzzy logic systems #;# Fuzzy Sets #;# Type-2 fuzzy logic aggregation of multiple fuzzy controllers for airplane flight control #;# Simulated Binary Crossover for Continuous Search Space #;# The Concepts of a Linguistic Variable and its Application to Approximate Reasoning #;# Reliability and Criticality Analysis of Communication Networks by Stochastic Computation #;# Type-2 fuzzy ontology-based semantic knowledge for collision avoidance of autonomous underwater vehicles #;# Optimization of fuzzy controller design using a new bee colony algorithm with fuzzy dynamic parameter adaptation #;# A hybrid cuckoo search and genetic algorithm for reliability-redundancy allocation problems #;# An efficient particle swarm approach for mixed-integer programming in reliability-redundancy optimization applications #;# Multi-objective reliability redundancy allocation in an interval environment using particle swarm optimization #;# An annotated overview of system-reliability optimization #;# Multi-objective reliability-redundancy allocation problem using particle swarm optimization #;# A fixed-charge transportation problem in two-stage supply chain network in Gaussian type-2 fuzzy environments #;# Application of multi-objective particle swarm optimization to solve a fuzzy multi-objective reliability redundancy allocation problem #;# A knowledge-based archive multi-objective simulated annealing algorithm to optimize series-parallel system with choice of redundancy strategies #;# Introduction to type-2 fuzzy logic systems #;# A multi-objective approach to Redundancy Allocation Problem in parallel-series systems #;# Reliability of Safety-Critical Systems: Theory and Applications #;# Advances in type-2 fuzzy sets and systems #;# Interval Type-2 Fuzzy Logic Systems Made Simple #;# A fast and elitist multiobjective genetic algorithm: NSGA-II #;# Fuzzy multi-objective reliability-redundancy allocation problem #;# Fuzzy reliability analysis of repairable industrial systems using soft-computing based hybridized techniques #;# From Interval-Valued Data to General Type-2 Fuzzy Sets #;# Optimal Bi-Objective Redundancy Allocation for Systems Reliability and Risk Management #;# Fuzzy logic - a personal perspective #;# Fixed charge transportation problem with type-2 fuzzy variables #;# Intuitionistic Fuzzy multi-objective Mathematical Programming on Reliability Optimization Model #;# Fuzzy global optimization of complex system reliability #;# Fuzzy multi-objective optimization decision-making of reliability of series system #;# An ant colony optimization algorithm for the redundancy allocation problem (RAP) #;# Introduction to Fuzzy Reliability #;# Simplified Interval Type-2 Fuzzy Logic Systems #;# An interval type-2 fuzzy logic based framework for reputation management in Peer-to-Peer e-commerce #;# A type-2 fuzzy interval programming approach for conjunctive use of surface water and groundwater under uncertainty #;# Survey on multiobjective evolutionary and real coded genetic algorithms #;# On the computational complexity of reliability redundancy allocation in a series system #;# Optimization of constrained multiple-objective reliability problems using evolutionary algorithms #;# General Type-2 Fuzzy Logic Systems Made Simple: A Tutorial #;# Entropy based region reducing genetic algorithm for reliability redundancy allocation in interval environment #;# A new multi-objective particle swarm optimization method for solving reliability redundancy allocation problems #;# Multiobjective Evolutionary Optimization of Type-2 Fuzzy Rule-Based Systems for Financial Data Classification #;# FUZZY SYSTEM RELIABILITY-ANALYSIS USING FUZZY NUMBER ARITHMETIC OPERATIONS (VOL 64, PG 31, 1994) #;# Review of Recent Type-2 Fuzzy Controller Applications #;# Reliability allocation through cost minimization #;# Particle swam optimization based reliability-redundancy allocation in a type-2 fuzzy environment #;# Interval type-2 fuzzy adaptive tracking control design for PMDC motor with the sector dead-zones #;# A Reliability Assessment Framework for Systems With Degradation Dependency by Combining Binary Decision Diagrams and Monte Carlo Simulation #;# Redundancy Optimization in General Systems #;# Efficient exact optimization of multi-objective redundancy allocation problems in series-parallel systems #;# Optimization of interval type-2 fuzzy systems for image edge detection #;# The Robust Cold Standby Redundancy Allocation in Series-Parallel Systems With Budgeted Uncertainty #;# Control design of interval type-2 fuzzy systems with actuator fault: Sampled-data control approach #;# Understanding knee points in bicriteria problems and their implications as preferred solution principles #;# Reliability-redundancy allocation problem considering optimal redundancy strategy using parallel genetic algorithm #;# A Dynamic Approach to Performance Analysis and Reliability Improvement of Control Systems With Degraded Components #;# Modified imperialist competitive algorithm based on attraction and repulsion concepts for reliability-redundancy optimization #;# Interval Type-2 Fuzzy Sets are Generalization of Interval-Valued Fuzzy Sets: Toward a Wider View on Their Relationship #;# A practical approach for solving multi-objective reliability redundancy allocation problems using extended bare-bones particle swarm optimization #;# Reliability allocation and optimization for complex systems #;# A Historical Account of Types of Fuzzy Sets and Their Relationships #;# Reliability Analysis and Redundancy Allocation for a One-Shot System Containing Multifunctional Components #;# Practical solutions for multi-objective optimization: An application to system reliability design problems #;# System Reliability Allocation and a Computational Algorithm"
208248351,51a920c3d201eec57bcc2e97e0268304f53b5161,TreeGen: A Tree-Based Transformer Architecture for Code Generation,['Computer Science'],"['Code generation (compiler)', 'Automatic Transmitter Identification System (television)', 'Transformer', 'Transformers', 'Artificial neural network', 'Programming language', 'Natural language', 'Parsing', 'Benchmark (computing)', 'Language code', 'Regular expression', 'Encoder', 'Python']",49512270b39636375880d611d7b2192d324f4ba6 #;# dfa73b030e1d8562512f1916ff931ae791556ba3 #;# 9c2ab4707e902f6174910847e3f94f3b85017ec3 #;# 4dc21a168070dc87266accd9ce2c06ee6115a285 #;# a5697fc927d15640954485ba2e7bb747a637405a #;# 774113732db34ce0b797fc3dcceded811fb6edbc #;# 36d69fec4884389c1709d3ca74394cac814ce4a4 #;# 2c03df8b48bf3fa39054345bafabfeff15bfd11d #;# 54a13bcc9613dcaa76fb25fbe96572f376cfcca9 #;# 668db48c6a79826456341680ee1175dfc4cced71 #;# d0be39ee052d246ae99c082a565aba25b811be2d #;# cea967b59209c6be22829699f05b8b1ac4dc092d #;# d3e13d2514edaf74b863bfbe45a739c32a7689e1 #;# b2ac51e10a3510eadac5eac5e4fb828f086fab88 #;# e957747f4f8600940be4c5bb001aa70c84e53a53 #;# 305f8c705c034b6179fc4db19eb6163265432baa #;# 558ac446dc26bee9789d660a251b75728cb6eeb2 #;# fd04e31c25451f9103a0ac2220ac8d7e7884c343 #;# e510bae5437936c24c18dfb81e5659f9f08a9531 #;# 204e3073870fae3d05bcbc2f6a8e263d9b72e776 #;# 15f4c35889ccc1ae258b680c2ca2fcbfe1e260f7 #;# 4361e64f2d12d63476fdc88faf72a0f70d9a2ffb #;# 74fe7ec751cd50295b15cfd46389a8fefb37c414 #;# 5b6ec746d309b165f9f9def873a2375b6fb40f3d #;# 2c1e874c3b67510a3215e535f5646b362de5bc89 #;# 649c1148439a4e875dab414ba67bf8c80350af4a #;# 61c0bc639c0bce01d348092423f34274b0388d6b,Convolutional Neural Networks over Tree Structures for Programming Language Processing #;# Morpho-syntactic Lexical Generalization for CCG Semantic Parsing #;# A Grammar-Based Structural CNN Decoder for Code Generation #;# ? ? ? ? f ? ? ? ? ? #;# Sequence-to-Action: End-to-End Semantic Graph Generation for Semantic Parsing #;# Online Learning of Relaxed CCG Grammars for Parsing to Logical Form #;# Lexical Generalization in CCG Grammar Induction for Semantic Parsing #;# Deep Residual Learning for Image Recognition #;# Adafactor: Adaptive Learning Rates with Sublinear Memory Cost #;# Get To The Point: Summarization with Pointer-Generator Networks #;# Learning long-term dependencies with gradient descent is difficult #;# Sequence to Sequence Learning with Neural Networks #;# Retrieval-Based Neural Code Generation #;# Scaling Semantic Parsers with On-the-Fly Ontology Matching #;# Latent Predictor Networks for Code Generation #;# Exploiting Rich Syntactic Information for Semantic Parsing with Graph-to-Sequence Model #;# Language to Logical Form with Neural Attention #;# Coarse-to-Fine Decoding for Neural Semantic Parsing #;# Using Semantic Unification to Generate Regular Expressions from Natural Language #;# Attention is All you Need #;# Gaussian Error Linear Units (GELUs) #;# Bridging Nonlinearities and Stochastic Regularizers with Gaussian Error Linear Units #;# Learning to Map Sentences to Logical Form: Structured Classification with Probabilistic Categorial Grammars #;# Xception: Deep Learning with Depthwise Separable Convolutions #;# Abstract Syntax Networks for Code Generation and Semantic Parsing #;# TRANX: A Transition-based Neural Abstract Syntax Parser for Semantic Parsing and Code Generation #;# Q…
1637011,3bf4d1e37ea01d1f5314370bc43e0224c7a465b3,An Adaptive Metric Machine for Pattern Classification,['Computer Science'],"['Statistical classification', 'Curse of dimensionality', 'CHI', 'Single Linkage Cluster Analysis', 'Probability', 'Dimensions']",6c16cf47f2b872e7b2ad06facb5d491857650514 #;# 63f8da040bf2eb1249b0e0b38ce3b0c18844cb66 #;# b07ce649d6f6eb636872527104b0209d3edc8188 #;# b81e61b920b986ff1495af426aad7437c9011d85 #;# 8d186dab7db4090ee10bc165579651c2aca1c8c0 #;# e068be31ded63600aea068eacd12931efd2a1029 #;# 09370d132a1e238a778f5e39a7a096994dc25ec1 #;# 5c7ed37a5da5f26c5abb7042a93eb0e18e72308b #;# 4a0cd8a28b7668fcd38b98b8e1598c33e1852077 #;# 807c1f19047f96083e13614f7ce20f2ac98c239a #;# 7f3d6c191d658229e97ed42828c67cc0ddb11585 #;# f7725ec3cbf99605ec4f6e5a8d2ebf11eb407933 #;# 256cdf7aa5817369c2e783a29ab1399142a86eea #;# 0efb841403aa6252b39ae6975c1cc5410554ef7b #;# d69d44603841b0742ccb5cd04c8dfc34b4a7a60e,C4.5: Programs for Machine Learning (書評) #;# The multi-class metric problem in nearest neighbour discrimination rules #;# Pattern classification and scene analysis #;# Locally Weighted Regression: An Approach to Regression Analysis by Local Fitting #;# Flexible Metric Nearest Neighbor Classification #;# UCI Repository of machine learning databases #;# Discriminant Adaptive Nearest Neighbor Classification #;# ADAPTIVE CONTROL PROCESSES #;# V. Adaptive Control Processes #;# C4.5: Programs for Machine Learning #;# Similarity Metric Learning for a Variable-Kernel Classifier #;# Pattern Classi cation and Scene Analysis #;# Discriminant Adaptive Nearest Neighbor Classification #;# Nearest neighbor pattern classification #;# Adaptive metric nearest neighbor classification
195940239,ce1587f47ddb0801e97a1dc32d7c34db52a71a5f,Efficiency and fairness of load-distribution based on scale-free property,['Computer Science'],['Fairness measure'],,
27714833,f3ae57b243621a1765850e77215242c3aa045f45,Developing content-based recommender system using Hadoop Map Reduce,"['Computer Science', 'Mathematics']","['Apache Hadoop', 'Recommender system', 'MapReduce', 'MongoDB', 'Distributed computing', 'RSS', 'Time complexity', 'Fault tolerance', 'E-commerce', 'Scalability', 'Feature extraction', 'Speedup', 'Computation', 'F1 score', 'Reed–Solomon error correction']",63eabae8a9f37b8be30341d2506f3660aa276d95 #;# 34446adc7d701a2c3a89c2fc5f6d3479eef407b0 #;# 3a0e788268fafb23ab20da0e98bb578b06830f7d #;# 4b25dfe3dd563ad9718243cc65f81aba867014e8 #;# 6a7aa2ff00e77ef887bc1fbd9c8ce129ea284a3c #;# d81b15d8a0e456676d28aac960ba6fa8d051ab4f #;# 124b61edf39ed60807fbd5ef3c8174012008f8ac #;# 7e104b1968b9ec09af0f6b480a46fc1ce884c3bc #;# 3a351f235cc3623bc0eb436ab25d591f465eaf46 #;# d5f169880e30e1f76827d72f862555d00b01bed9 #;# 2c09c761a859ef48f3efa918eb1b1202da6f09e1 #;# 3ee13c54b3a3f71ef16cfde0f7efd31453a86062 #;# b3bf6373ff41a115197cb5b30e57830c16130c2c #;# 9e5b3ee2b474627552148d3fcfaa250781226109 #;# 417b58e1d3a5399820a93b4cf9565e308918a78b #;# a9cc4f4964375b3dd4648a2b39a17d8e1464261f #;# 9b9169834932c10664aa5abe72c479b94da33947 #;# 31099e85d1314924503b6ae093227ff94b3370ec #;# 77c24ccd3eb67d0e8639649bc017f32928b31adb #;# f631121deb8c26d1fff60799b2306e85852aaff5 #;# 59076e9aacea1c0247ca1663bc1cebde229a5b2e #;# 26834e3ceed2f3248c3ef62ec02845ab22259a21 #;# e4be4723bac9b132c02f16952c714ba73db2f141 #;# f3eb8b1c6928ddee3638b1cba47551de6974dd7d #;# 5d06f630188a5ec9c05c4961eddbf9f24e2e6916 #;# ca7a4cf0d70d576b3042cbcf08b437a6c7ce341f #;# b46fad3756c6379e04f281c2ae1051bce546a487 #;# 8759eb4b3753e56a951c4426239b45211dd48f1b #;# 6aa1c88b810825ee80b8ed4c27d6577429b5d3b2 #;# e50a316f97c9a405aa000d883a633bd5707f1a34,"A collaborative filtering recommendation engine in a distributed environment #;# Content-Based Recommendation Systems #;# From Frequency to Meaning: Vector Space Models of Semantics #;# A scalable P2P recommender system based on distributed collaborative filtering #;# Building a Distributed Generic Recommender Using Scalable Data Mining Library #;# In-memory, distributed content-based recommender system #;# Determine Word Relevance in Document Queries Using TF-IDF #;# Google news personalization: scalable online collaborative filtering #;# In memory of ... #;# A vector space model for automatic indexing #;# Design of large-scale Content-based recommender system using hadoop MapReduce framework #;# Adaptive program filtering under vector space model and relevance feedback #;# Using TF-IDF to Determine Word Relevance in Document Queries #;# Use of NoSQL Database for Handling Semi Structured Data: An Empirical Study of News RSS Feeds #;# Scaling-Up Item-Based Collaborative Filtering Recommendation Algorithm Based on Hadoop #;# Beginning with big data simplified #;# Recommender Systems - An Introduction #;# MR-VSM: Map Reduce based vector Space Model for user profiling-an empirical study on News data #;# Hadoop at home: large-scale computing at a small college #;# Implementation of the SMART Information Retrieval System #;# The Porter stemming algorithm: then and now #;# Building Personalised Recommendation System With Big Data and Hadoop Mapreduce #;# Review based service recommendation for big data #;# Hadoop: The Definitive Guide #;# User-Based Collaborative-Filtering Recommendation Algorithms on Hadoop #;# Extracting user profiles from large scale data #;# Personalized recommendation engine using HADOOP #;# Content-based Recommendation Algorithms on the Hadoop MapReduce Framework #;# Evaluating collaborative filtering recommender systems #;# Term-Weighting Approaches in Automatic Text Retrieval"
5079990,d97786fca0bc4f3518c2b75275c957a1d0098410,RETRACTED ARTICLE: Nonlinear dynamic systems identification based on dynamic wavelet neural units,['Computer Science'],"['Wavelet', 'Dynamical system', 'Nonlinear system', 'Perceptron', 'Delta rule', 'Black box', 'Algorithm', 'Artificial neural network', 'Network model', 'Reactor (software)', ""Whole Earth 'Lectronic Link""]",065531e12839d10b01b582ff9428d538ceaa6af1 #;# fda9dd187af0e0a3c463621cef70c970e8ad3814 #;# 303e56c4715b61deb967eb32f958f20893ddf66c #;# aaa8f1d7406bf8a38e60f70fb05908b38f829835 #;# c45db33a182dfd2b064270da1a2b0df225439765 #;# 86e19e350a5e2ee50b9d4a317928f80210780451 #;# 10a9286df1d47b4a4bd91d0c0d41129edca6e622 #;# b05c383bb1d57d29531c0da75e35aeadec51b2cc #;# ac8a7030d47ab14e057a70aaab7ef657137e1d1f #;# 874f77cee89e6976989500a10af916a98f00b700 #;# 2e14b2ff9dc2234df94fc24d89fc25e797d0e9e7 #;# cdbe0c42ecfd3467008553cab81c26158ac9764e #;# 612b9c8511a7cdadbac4a6941111915c61eab4a4 #;# 6d4e45e3ece43592542b63aa262dd4b9c8c701f1 #;# e5903c482d81df7f2be306006ef9ecfbe7fc7a39 #;# 39de69932ee3d70a587bd6c009b6aa0d1775bd75 #;# f78e5c9dc8c0252a14606a3a7f637c600d1d4f30 #;# 904dd8641726fc0e96904507de4678d45456b27b #;# 36033c518b2d4b4dfd2a221f768d52da221652a8 #;# 8f3beee623b17c5595de11903725b637c6f824fb #;# ec9f81bd889329e3563d553c7b7a9464a25acbe3,"Neural Networks and Nonlinear Adaptive Filtering: Unifying Concepts and New Algorithms #;# Static and Dynamic Neural Networks: From Fundamentals to Advanced Theory #;# Fuzzy Wavelet Neural Network For Control of Dynamic Plants #;# Time-varying system identification and model validation using wavelets #;# Neural networks in dynamical systems: a system theoretic approach #;# Wavelet Networks #;# Identification and control of dynamical systems using neural networks #;# A comparative research on wavelet neural networks #;# Accuracy analysis for wavelet approximations #;# Wavelet neural networks are asymptotically optimal approximators for functions of one variable #;# Adaptive switching circuits #;# Nonlinear control structures based on embedded neural system models #;# BLACK-BOX MODELING WITH STATE-SPACE NEURAL NETWORKS #;# Wave‐net: a multiresolution, hierarchical neural network with localized learning #;# Approximation by Superpositions of a Sigmoidal Function #;# Degree of Approximation Results for Feedforward Networks Approximating Unknown Mappings and Their Derivatives #;# Input‐output linearization of general nonlinear processes #;# Wavelet networks #;# Nonlinear dynamic systems identification with dynamic neural networks for fault diagnosis in technical processes #;# Nonlinear system identification for predictive control using continuous time recurrent neural networks and automatic differentiation #;# Analysis and synthesis of feedforward neural networks using discrete affine wavelet transformations"
